lastname€firstname€submissionNumber
Babajani-Feremi€Abbas€2006
Babourina-Brooks€Ben€1226
Baciu€Monica€1636
Backhausen€Lea L€2111,2486
Badhwar€Amanpreet€2415
Badke D'andrea€Carolina€2453
Baek€Kwangyeol€2584
Baete€Steven H€1098
Baez€Adriana€2254
Bagautdinova€Joelle€2518
Bagherzadeh-Azbari€Shadi€1915
Bagot€Rosemary C€2825
Bagshaw€Andrew P€1104
Bai€Ya-Mei€2315
Baig€Javaria€2774
Baik€Jiseon€1779,1787
Baillet€Sylvain€1282
Bajada€Claude J€1187,1802,2795
Baker€Justin€1838
Bal€Vanessa€2513
Balart-Sánchez€Sebastián A€2089
Balasa€Mircea€1332
Baldeweg€Torsten€1318,1319
Baldinger-Melich€Pia€1378
Baldwin€Lara€1844
Balesar€Rawien€1615
Ball€Gareth€1859
Baller€Erica B€1642,1814
Ballotta€Daniela€2807,2816,2818
Baltaretu€Bianca R€1815,1952
Balteau€Evelyne€1622
Baláž€Marek€2175
Bamidis€Panagiotis€1749
Bamps€Annelies€2770
Ban€Hiroshi€2768
Banaj€Nerisa€1461,2147
Banaschewski€Tobias€1276,1928
Bandettini€Peter A€1421
Bansal€Priya€2809
Banta€Daisy€2016
Bao€Jingxuan€1504,1826
Baqapuri€Halim I€1377
Bar-On€Simon€1292
Baracchini€Giulia€2311,2357,2455
Baraduc€Pierre€1636
Barakat€Rita€1042
Barazany€Daniel€2785
Barber€Anita€2600
Barber Foss€Kim€1406
Barbieri€Riccardo€2636
Barbu€Miruna€1499,2122
Bardi€Elisa€2807,2816
Barezipour€Gitta€1852
Bareš€Martin€2175
Bargalló€Núria€1332
Baril€Andrée-Ann€2766
Barisano€Giuseppe€1461
Barker€Gareth J.€1276,2309
Barnes€Gareth€2084,2420
Barnes-Davis€Maria E€1291
Barnett€Nicola€2114
Barnett€Ian€1838
Baron-Cohen€Simon€1928
Barquero€Laura A€2212
Barr€Alasdair M€2005
Barrios€Fernando A€1444
Barron€Daniel S€2264
Barry€Robert L€2830
Barth€Markus€1453,1984
Barth€Claudia€2147
Bartley€Jessica E€1651
Barton-Zuckerman€Maya€2503,2515
Barzaghi€Lina Raffaella€2250
Basaia€Silvia€1688,2209
Basaia€Silvia€2223,2244,2250
Basaia€Silvia€2282
Baselli€Giuseppe€1776
Basile€Gianpaolo A€2178,2295
Bassett€Danielle S€1182,1376,1542,1640,1641,1889,2137
Basti€Alessio€2323
Bastiani€Matteo€1620
Bastin€Mark E€1187
Batalle€Dafnis€2402,2726
Batalle€Dafnis€2132
Bates€Sara V€1556
Batta€Ishaan€1960
Battaglia€Demian€1612
Bauer€Corinna€2699
Bauer€Andreas€2800
Baumeister€Tobias R€2731
Baur€Diego€2800
Baxter€Luke€2472
Bayard€Jorge Bosch€2278
Bayer€Johanna€1569
Baylan€Satu€1604
Bayrak€Şeyma€1328,1478,1691,2197,2431
Bayrak€Roza G€1117,2572
Bazeille€Thomas€2495
Bazin€Pierre-Louis€1389
Bazinet€Vincent€2271,2771
Başgöze€Zeynep€2395
Bearden€Carrie E€1610,2147,2215,2588
Beaty€Roger€1185
Beauchamp€Antoine€1493
Beauchamp€Miriam H€2214
Beaujoin€Justine€1596
Beaulieu€Christian€2337
Beaupain€Marie C€1108
Beck€Natacha€2615
Becker€Yannick€1909
Becker€Robert€2808
Becker€Benjamin€1320,1613,2676
Beckmann€Christian F€1314,1387,1500,1721,1863,1928,1933,1948,2020,2085,2090,2121,2446,2793
Bedford€Saashi A€1829,1978,2181
Beevers€Christopher€2289,2774
Beghini€Laura€2288
Beguedou€Naka€2189
Behm€Lillian€2348,2426,2465
Behrmann€Marlene€1690
Belasso€Clyde€2696
Belden€Alex€1942
Belger€Aysenil€2213,2333
Belin€Pascal€2203,2269
Belkin-Rosen€Aaron€2435,2499
Bell€Tiffany€1667,2625
Bell€Ryan P€1770
Bellec€Pierre€1419,1610,2215,2224,2325,2415,2492,2550,2621
Belleville€Sylvie€2224
Bellgrove€Mark€2020
Beloor-Suresh€Ashithkumar€2448,2645
Ben Hamed€Suliann€1661
Ben-Eliezer€Noam€1637
Ben-Zvi€Gal€2785
Benali€Habib€1237,1819,1820,1904,1967,2352,2361,2696
Benatar€Michael€1744
Benitez Stulz€Sophie€1612
Benitez-Andonegui€Amaia€1938
Benkarim€Oualid€1274,1850,1857,2149,2383,2431,2530
Benner€Jan€2819
Bennett€Rachel€2584
Bennett€David A€1124,1289,1451,1832,2019,2508,2548
Bennett€Jean€1883,2270
Bennett€Ken€2619
Bennett€Matthew€2088
Benquet€Pascal€1335
Benson€Noah C€1456
Benton€Mary Lauren€1434
Benuzzi€Francesca€2807,2816
Benuzzi€Francesca€2818
Berberian€Nareg€2225
Bergan€Courtney€2540
Berger€Gregor€2086
Bergmann€Johanna€2421
Berk€Michael€2020,2147
Berl€Madison M€2182
Berman€Marc€1429,2291,2553
Bernardi€Giulio€2335
Bernasconi€Andrea€1051,2149,2152
Bernasconi€Neda€1691,1991
Bernasconi€Neda€1051,2149,2152
Bernasconi€Andrea€1691,1991
Bernhardt€Boris€1051,1271,1274,1328,1432,1478,1850,1857,1995,2149,2150,2152,2197,2311,2383,2425,2431,2505,2530
Bernhardt€Boris€1691
Bernhardt€Boris€1991
Bernhofs€Valdis€2050
Bernstein€Matt A€1546,1585
Berrington€Adam€1226
Berroir€Pierre€2361
Berry€Jarrett D€2607,2649
Berry€Michael€2416,2538
Berthet€Pierre€1500
Berthouze€Luc€2775
Berthoz€Sylvie€1611
Bertino€Salvatore€2178,2295
Bertisch€Hillary€2568
Bertisch€Hilary€2299
Berto€Martina€2384
Bertoldo€Alessandra€2456
Bertolero€Maxwell€1532,1814
Bertolero€Max€1553,1640,1889,2137
Bertolino€Alessandro€2283
Berube€Shauna€2601
Besle€Julien€2786
Bestmann€Sven€2420
Bet€Marloes Da€2758
Bethlehem€Richard€1271,1274,1398,2197
Betka€Sophie€1934
Betrouni€Nacim€2172
Betti€Sonia€1552
Betzel€Rick€1129,1131,1137,1730
Betzel€Richard F€1134,1233,1544,1719,1786,2798
Beyer€Frauke€1418
Beynel€Lysianne€1625
Bezgin€Gleb€2696
Bhagwat€Nikhil€1791
Bhagwat€Nikhil€1817
Bhatt€Ravi€1834
Bhattacharjee€Sagarika€2038
Bhowmick€Sourav€1743
Bi€Renzhe€1493
Bian€Lingbin€1572
Bianchi€Samuel€1871
Bianchi€Andrea€1212
Bichoutar€Ihsane€2269
Bickel€Warren K€2765
Bigica€Marco€2783
Bijsterbosch€Janine€1300,1545,1646
Bilgic€Berkin€1961
Billings€Jacob Cw€2756
Billot€Benjamin€1903
Bin Ka'b Ali€Obaï€1819,1820
Binder€Elisabeth€2265
Binkofski€Ferdinand€1560,1821
Binney€Richard J€1605
Biondetti€Emma€1606,2439
Biraben€Arnaud€1849
Birnbaum€Michael L€2600
Biscay€Rolando José€1930
Bishop€Somer€2569
Bisiacchi€Patrizia€1329
Bissett€Patrick€1351,1533,1825
Biswal€Bharat€1758
Bittencourt-Villalpando€Mayra€2089
Bittner€Nora€1727,1852,1913
Bittner€Nora€1285
Black€Kevin J€2811
Black€Sandra E€1678,2002,2369
Blacker€Kara J€1417
Blain-Moraes€Stefanie€2341
Blair€James€2348,2426,2465
Blair€Ross€1207,1653
Blakemore€Colin€2241
Blanchard€Solenna€2352
Blanke€Olaf€1934
Blaschke€Stefan€2097
Blasi€Giuseppe€2283
Blatow€Maria€2819
Blazquez Freches€Guilherme€1721
Blennow€Kaj€1658
Blennow€Kaj€2060
Blesa€Manuel€1187
Blinder€Stephan€2361
Block€Susan€2062
Blondiaux Garcia Fuente€Eva€1934
Bloom€David€1701,1931,2044
Bloom€Paul A€2023
Blostein€Nadia€2181
Blostein€Nadia€1425
Blumberger€Daniel€2261,2445
Blythe€Joseph S€1088
Bo€Qijing€1576
Bo Zhang€Ashley€2520
Boada€Fernando E€1098
Boardman€James P€1187
Boas€David€1794
Bock€Nicholas A€2581
Bock€Christian€2255
Bocti€Christian€1805
Bodart€Olivier€2083
Bodurka€Jerzy€1110,1355,1798,2491
Boecker€Henning€2187,2284
Boeckler-Raettig€Anne€2150
Boes€Aaron€2253,2574
Boets€Bart€2770
Bogdan€Ryan€2539
Bogner€Wolfgang€1378
Bogorodzki€Piotr€1385
Bohman€Hannes€2147
Boisvert€Jonathan€1968
Boivin€Michel€2689
Bokde€Arun L.w.€1276
Bol€John Gjm€1603
Bola€Lukasz€2088
Bolgina€Tatiana€2375
Bollmann€Saskia€1287,1984
Bollmann€Steffen€1453
Bolton€Thomas A W€1493
Boly€Melanie€1219
Bonaiuto€James€2084,2420
Bonanno€Lilla€2058
Bonhomme€Vincent€2083
Bonkhoff€Anna K€2164
Bonnici€Heidi€2747
Bonthrone€Alexandra F€2062
Bontonou€Myriam€1926
Booij€Linda€1693
Booth€Thomas C€2309
Booth€Madison H€1894
Bor€Daniel€1547
Bordin€Valentina€1776
Boren€Seth B€2489
Borgeat€Louis€1968
Borger€Valeri€2284
Borghesani€Valentina€2224
Borgwardt€Stefan€2442
Borich€Michael R€1461
Boroda€Elias€2809
Boroday€Serge€2615
Borowsky€Ron€2281,2454
Borrego-Écija€Sergi€1332
Borroni€Barbara€1704
Borsook€David€1312
Borzabadi Farahani€Asa€1548
Boré€Arnaud€2224
Bosch€Jorge€1930
Bosch€Beatriz€1332
Bosch-Bayard€Jorge F€2388,2620,2720
Boshkovski€Tommy€1484,1907
Bosticardo€Sara€2139
Bottari€Davide€2153,2335,2384
Bottenhorn€Katherine L€1207,1421,1540,1651,2482
Bottlaender€Michel€2344
Botvinik-Nezer€Rotem€2785
Boucard€Christine C€2506
Boucher€Michael€1827
Boudrias€Marie-Hélène€2400
Bouguila€Nizar€1904
Boukhdhir€Amal€2224,2415
Boulakis€Paradeisios Alexandros€1864,2389
Boumezbeur€Fawzi€1596
Bourgeron€Thomas€1600,1610
Bouthillier€Alain€1242
Bouyeure€Antoine€2342
Bouyeure€Antoine€2409
Bouziane€Siham€1909
Bowman€Jillian E€2291
Bowring€Alexander€1729
Boyd€Lara€1679,2002
Boyd€Joshua€1364
Boyen€Kris€2140
Boyle€Julie A€2224,2492
Boys€Christopher J€2809
Bozek€Jelena€2158
Braddick€Valerie€1816
Braganza€Leah€2020
Brambati€Simona€2224
Brambilla€Paolo€2442
Brammerloh€Malte€1615
Bramão€Inês€2749
Branch€Audrey€1782
Brandeis€Daniel€2267
Brandi€Marie-Luise€1155
Bratislav€Misic€2425
Braun€Christoph€1338,2127
Bray€Signe€1371,1573,2777
Breakspear€Michael€1558
Breedt€Lucas C€2279
Breland€Melissa€1530,1535
Brem€Silvia€1898,1899,2086,2267,2769
Brendgen€Mara R€2689
Breslin€Florence€1110
Breteler€Monique Mb€1343
Bretzner€Martin K€2164
Breukelaar€Isabella€1435
Bridgefotrd€Eric W€1270
Bridgen€Philippa€1666
Brigadoi€Sabrina€2125
Bright€Molly G€1114,1115,1223,1495,2482
Bringas Vega€Maria L€1175
Bringas-Vega€Maria L.€2278,2620,2720
Brinkmann€Benjamin H€1715
Brinson€Zabecca S€2607
Britton€Jeffrey W€1715
Broad€Robert€2367
Brochard€Jules€1867
Brock€Christina€1627
Brodtmann€Amy€1461
Broeders€Tommy€2362,2734,2758
Bronshteyn€Margarita€1660
Brookes€Matthew€2084
Brosnan€Méadhbh B€1676
Brotman€Melissa A€1515
Brovelli€Andrea€1659
Brown€Jesse€2398
Brown€Daniel A€2483
Brown€Emery€2636
Brown€Gregory L€2499
Brown€Shawn€2278
Brown€Shawn T€2615
Brown€Alana€2357
Brudaglio€Flora€2283
Bruffaerts€Rose€1509
Bruno€Jennifer L€2706
Bruno€Valentina€2153
Brunschvig€Solene€1909
Brusaferri1€Ludovica€2540
Bruschini€Luca€2285
Bruss€Joel€2253,2574
Bruña€Ricardo€2259
Bryant€Richard A€1435,1974
Bryant€Katherine L€1141,1721
Bryce€Cyralene P€1175
Brzezicka€Aneta€1381
Buccino€Giovanni€1821
Buchanan€Robert W€2298
Buchman€Aron E€2548
Buckner€Randy L€2722
Buckova€Barbora€1476
Budisavljević€Sanja€1552
Bueicheku€Elisenda€1185,1688
Bueler€Elliott€1722
Buerger€Katharina€1313
Buetefisch€Cathrin M€1461
Buettner€Marc€1512
Buford€Kristen€1290
Buitelaar€Jan€1600,1928,1948,2085,2446
Buizza€Giulia€2139
Bulf€Hermann€1266
Bullmore€Edward T.€1259,1271,1274,1398,1555
Bullmore€Edward€2711
Bullock€Daniel€2484
Bunge€Silvia€1238,2390,2417
Burdová€Kristína€2175
Burger€Bettina€1524
Burgess€Paul€1803
Burmistrova€Lana€2050
Burn€David J€1704
Burnor€Elisabeth A€1724
Burns€Brian€1400
Burns-Yocum€Tracy M€2317
Burr€David€1263
Burt€Joshua€2202
Burton€Philip€2823
Burton€Courtney€1924
Burzynska€Agnieszka€1986
Bush€Alice€2747
Bussy€Aurelie€2262
Bussy€Aurelie€1425
Bustillo€Juan€1276,2151,2213,2333
Butler€Ellyn€1814
Butler€Chris€1704
Butters€Meryl€1427
Buxton€Orfeu M€2435
Byeon€Kyoungseob€2551
Byington€Nora€1705
Byrge€Lisa€1134
Byrge€Lisa€1233
Bzdock€Danilo€2311
Bzdok€Danilo€1392,2276
Bächinger€Marc€2135
Bäckman€Lars€2476
Bürki€Céline€2819
Büttner€Marc€1588
Caballero-Gaudes€César€1421,1623,1762,1774,2482
Caballero-Insaurriaga€Jaime€1910
Cabalo€Donna Gift C€2673
Cabana€Alvaro J€2198
Cabeen€Ryan€2375,2380
Cacciola€Alberto€2141,2178,2295
Caceres€Gabriella A€1669
Caciagli€Lorenzo€1991
Caciagli€Lorenzo€1051
Caffarra€Sendy€1701
Caffarra€Sendy€1931
Caffo€Brian S€1244
Caffo€Brian€1270,1810
Cahalan€Shannon R€2233,2513
Cahn€Wiepke€1231
Cai€Catherine€2238
Cai€Lin€1148
Cai€Bingyang€1846
Cai€Siqi€1180,1592
Cai€Yixiao€1778
Calabro€Finnegan J€2537
Calarco€Navona€2298
Caldairou€Benoit€1691
Calderaro€Davide€2209,2244
Caldinelli€Chiara€1205
Cale€Jennifer€2611
Calhoun€Vince D€2283,2603
Calhoun€Vince D€1276,1519,1665,1718,1869,1908,1927,1960,1986,1990,2151,2173,2213,2227,2235,2275,2302,2333,2339,2351,2404,2428,2440,2501,2576,2801,2815
Caligiuri€Maria Eugenia€2183
Caligiuri€Maria Eugenia€2152
Calkins€Monica E€1542,1640,1838
Callaghan€Martina F€2133
Calzada-Reyes€Ana€2620
Calzolari€Sara€1269
Campana€Chiara€1702
Campbell€Claire E€1724
Campbell€Megan Ej€1558
Campbell€Olivia€1897
Campbell€Jennifer Sw€1484,2425
Campeau€Norbert G€1546,1585
Campo€Pablo€1918
Campos€Adrian€2098
Campos€Lucas€1626
Canal Garcia€Anna€1217,2066
Candini€Michela€2818
Cannistraci€Carlo V€2141
Cannon€Dara M€1895,2101
Cano€Abel M€1918
Cantré€Daniel€1313
Canu€Elisa€2209,2244,2282
Cao€Hengyi€1765
Cao€Miao€2241
Cao€Zhipeng€1241,2268,2539,2543
Cao€Fan€2349
Cao€Daniel J€2779,2827
Cao€Lingxiao€2245
Capellari€Sabina€2806
Capilla€Almudena€1917
Capilla€Almudena€1918
Capra€John A€1434
Caputi€Luigi€2790
Caputo€Anna€1885
Carbonell€Felix€2723,2731
Carboni€Margherita€2131
Cardenas-Iniguez€Carlos€1429,2291,2553
Cardinale€Francesco€2072,2163
Cardone€Paolo€2083
Carey€Guillaume€2172
Carhart-Harris€Robin€2729
Carlton€Laura€1768
Carmichael€David W.€1666
Carmouche€Jonathan J€1516
Carofiglio€Angela€2283
Caron€Brad€2484,2506
Caron€Bryan€2615
Caron-Guyon€Jeanne€1873
Carreiras€Manuel€2516,2744
Carretié€Luis€1917
Carrión Castillo€Amaia€2744
Caruyer€Emmanuel€2139
Casadio€Claudia€2807,2816,2818
Casagrande€Chloe€2802
Casali€Adenauer G€1465
Casamitjana€Adrià€1280
Casarotto€Silvia€1465,2058
Cascio€Carissa J€2212,2797
Caselli€Richard J€1347
Casey€Bj€2537,2616
Caso€Francesca€2282
Caspers€Svenja€1321,1513,1517,1624,1626,1633,1852,1913,2743
Caspers€Svenja€2136
Caspers€Svenja€1264,1285,1727,2091
Caspers€Julian€1626,1763
Caspi€Yaron€1231
Cassidy€Benjamin N€2311
Castaldi€Elisa€1263
Castellano€Antonella€2250
Castellanos€Francisco X€1530,1535,2174,2569
Castellanos-Ryan€Natalie€2689
Castelnovo€Veronica€2209,2244,2282
Castiello€Umberto€1552
Castillo€Angela€2774
Castro Gomez€Maria Jose€2337
Catana€Ciprian€2485
Catroppa€Cathy€2214
Cattani€Anna€1420,1702,2129,2163
Catz€Nicolas€1873
Cauda€Franco€1879
Cavanagh€Jonathan€1499
Cavanagh€Lucia€1706
Cavanagh€Jonathan€2711
Cecchetti€Luca€2153
Cellier€Dillan€1416
Cercignani€Mara€1484,2763
Cha€Jiook€1977
Chaarani€Bader€2654
Chaarani€Bader€1241,1816,1998,2329,2543,2585,2591,2617
Chabriat€Hugues€1648
Chad€Jordan A€1678,1912,2369
Chahal€Rajpreet€2356
Chai€Lin€1746,1752,1862
Chakravarty€Mallar€1277,1393,1425,1685,1823,1829,1943,1978,2181,2220,2262,2480
Chakravarty€Mallar€2825
Chalas€Nikolaos€1749
Chalavi€Sima€2668
Chamberlain€Taylor A€1404,2291
Champy€Clara€2409
Chan€Suk-Tak€1692
Chan€Stella Wy€2122
Chandak€Giriraj R€1836
Chandrasekaran€Bharath€2820
Chandrashekhar€Vikram€1782
Chang€Ting-Ting€1442
Chang€Yu-Wei G€2066
Chang€Paul T.h.€1709
Chang€Ting-Ting€2730
Chang€Ting-En€1372
Chang€Joseph€1575
Chang€Catie€1549
Chang€Catie€1893
Chang€Catie€1117,1789,2248,2366,2531,2572
Changizi€Vahid€2413
Chanraud€Sandra€1611
Chao€Stephanie€2022
Chapko€Dorota€1836
Chapman€Curtiss€2123
Charalambous€Charalambos C€1461
Charles€Andrew C€2648
Charman€Tony€1928
Charroud€Céline€2336
Chatelain€Yohan€1726
Chaudhari€Nikhil N€2655
Chaudhary€Kapil€2368,2448,2645
Chauvel€Maëlig€1602,1677,1783,1797
Chauvin€Roselyne Jm€2067
Chavarria€Inés€2482
Chawla€Kshitij€2495
Che€Tiffanie€2811
Cheaito€Aya€2585
Chechlacz€Magdalena€1676
Chee€Michael Wl€1376,1868
Chee Wei Liang€Michael€1790,2275
Chella€Federico€2323
Chen€Jacqueline€1190
Chen€Mu-Hong€2315
Chen€Ming€1741,1745
Chen€Chun-Ming€2597
Chen€Jianzhong€1392,1487,2505
Chen€Ji€2582
Chen€Nai-Feng€1442
Chen€Chung Ming€1197
Chen€Chi-Hua€1901
Chen€Nan-Kuei€1770
Chen€Jingyuan€1692,2485
Chen€Jen-I€2721
Chen€Chang-Le€1391
Chen€Shuo€1649,1703
Chen€Yen-Ling€2315
Chen€Jeni€2224
Chen€Chang-Le€1372
Chen€Ming€2478
Chen€J. Jean€1678,1709,1912,2369
Chen€Jing€2435
Chen€Yi-Hung€2597
Chen€Sina€1304,1445
Chen€Jean€1344,1574,2780
Chen€Ying-Yu€2597
Chen€Chih-Ken€2725
Chen€Cheng€1862
Chen€Shih-Pin€1178
Chen€Pingdong€1374
Chen€Yuhan€1306
Chen€Gang€1207,1515
Chen€Pindong€1311
Chen€Haitao€1985,2354
Chen€Yu-Chi€2741
Chen€Pin-Yu€1391
Chen€Xu€2324
Chen€Ya-Ting€2056
Chen€Pin-Yu€1372
Chen€Wei-Ta€1178
Chen€Poyu€2015
Chen€Wen-Chein€2015
Chen€Xiao€1457
Chen€Annabel€1743,2781,2799
Chen€Wei€2387
Chen€Kewei€1347
Chen€Lingyan€1265
Chen€Weitian€2134
Chen€Liang-Kung€1440
Chen€Zhaolin€1964
Chen€Zhiqiang€2652
Chen€Zhiyi€1320,1469
Chen€Qunlin€1334
Chen€Xiongying€1576
Chen€Qianyun€2134
